#length, FU
5000	3790	50
5000	3800	50
5000	3810	50
5000	3820	50
5000	3830	50
5000	3840	50
5000	3850	50
5000	3860	50
5000	3870	50
5000	3880	50
5000	3890	50
5000	3900	50
5000	3910	50
5000	3920	50
5000	3930	50
5000	3940	50
5000	3950	50
5000	3960	50
5000	3970	50
5000	3980	50
5000	3990	50
5000	4000	50
5000	4010	50
5000	4020	50
5000	4030	50
5000	4040	50
5000	4050	50
5000	4060	50
5000	4070	50
5000	4080	50
5000	4090	50
5000	4100	50
5000	4110	50
5000	4120	50
5000	4130	50
5000	4140	50
5000	4150	50
5000	4160	50
5000	4170	50
5000	4180	50
5000	4190	50
5000	4200	50
5000	4210	50
