#ft
790	900	50
850	900	50
910	900	50
970	900	50
1030	900	50
1090	900	50
1150	900	50
1210	900	50
790	940	50
850	940	50
910	940	50
970	940	50
1030	940	50
1090	940	50
1150	940	50
1210	940	50
790	980	50
850	980	50
910	980	50
970	980	50
1030	980	50
1090	980	50
1150	980	50
1210	980	50
790	1020	50
850	1020	50
910	1020	50
970	1020	50
1030	1020	50
1090	1020	50
1150	1020	50
1210	1020	50
790	1060	50
850	1060	50
910	1060	50
970	1060	50
1030	1060	50
1090	1060	50
1150	1060	50
1210	1060	50
790	1100	50
850	1100	50
910	1100	50
970	1100	50
1030	1100	50
1090	1100	50
1150	1100	50
1210	1100	50
